year,season,date,site,web,plot,quad,treatment,species,obs,cover,height,count,comment
2008,1,2/26/2008,C,1,S,3,C,LATR2,3,0.5,10,1,NA
2008,1,2/26/2008,C,1,S,3,C,LATR2,4,2,13,1,NA
2008,1,2/26/2008,C,1,S,3,C,LATR2,5,1.5,13,1,NA
2008,1,2/26/2008,C,1,S,3,C,LATR2,6,0.1,5,2,NA
2008,1,2/26/2008,C,1,S,3,C,LATR2,7,0.25,7,2,NA
2008,1,2/26/2008,C,1,S,3,C,STEM,1,1,50,1,NA
2008,1,2/26/2008,C,1,W,1,C,LATR2,1,0.5,10,1,NA
2008,1,2/26/2008,C,1,W,1,C,LATR2,2,0.25,5,2,NA
2008,1,2/26/2008,C,1,W,1,C,LATR2,3,0.5,8,1,NA
2008,1,2/26/2008,C,1,W,1,C,STEM,1,1,15,1,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,1,0.75,11,1,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,2,0.5,10,1,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,3,1.5,11,2,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,4,2,15,1,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,5,3,15,2,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,6,1.5,18,3,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,7,3,20,2,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,8,2.5,21,2,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,9,1.5,17,4,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,10,1,18,2,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,11,0.5,10,5,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,12,0.25,6,6,NA
2008,1,2/26/2008,C,1,W,3,C,LATR2,13,0.1,4,2,NA
2008,1,2/26/2008,C,1,W,3,C,STEM,1,1,320,1,NA
2008,1,2/26/2008,C,2,E,1,C,LATR2,1,1,24,2,NA
2008,1,2/26/2008,C,2,E,1,C,LATR2,2,0.75,21,4,NA
2008,1,2/26/2008,C,2,E,1,C,LATR2,3,0.5,15,4,NA
2008,1,2/26/2008,C,2,E,1,C,LATR2,4,0.05,5,3,NA
2008,1,2/26/2008,C,2,E,1,C,STEM,1,1,252,1,NA
2008,1,2/26/2008,C,2,E,3,C,LATR2,1,0.25,11,5,NA
2008,1,2/26/2008,C,2,E,3,C,LATR2,2,0.1,6,8,NA
2008,1,2/26/2008,C,2,E,3,C,LATR2,3,0.75,15,3,NA
2008,1,2/26/2008,C,2,E,3,C,LATR2,4,0.5,12,3,NA
2008,1,2/26/2008,C,2,E,3,C,LATR2,5,0.25,15,1,NA
2008,1,2/26/2008,C,2,E,3,C,STEM,1,1,190,1,NA
2008,1,2/26/2008,C,2,N,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,2,N,3,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,2,S,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,2,S,3,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,2,W,1,C,LATR2,1,0.25,12,6,NA
2008,1,2/26/2008,C,2,W,1,C,LATR2,2,0.1,12,2,NA
2008,1,2/26/2008,C,2,W,1,C,LATR2,3,0.1,6,2,NA
2008,1,2/26/2008,C,2,W,1,C,STEM,1,1,98,1,NA
2008,1,2/26/2008,C,2,W,3,C,LATR2,1,1,18,1,NA
2008,1,2/26/2008,C,2,W,3,C,LATR2,2,0.5,18,2,NA
2008,1,2/26/2008,C,2,W,3,C,LATR2,3,0.1,6,3,NA
2008,1,2/26/2008,C,2,W,3,C,LATR2,4,0.05,3,4,NA
2008,1,2/26/2008,C,2,W,3,C,STEM,1,1,133,1,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,1,2,24,1,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,2,0.75,17,2,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,3,0.5,22,2,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,4,1,27,2,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,5,0.25,12,14,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,6,3,29,1,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,7,1,23,3,NA
2008,1,2/26/2008,C,3,E,1,C,LATR2,8,0.05,4,6,NA
2008,1,2/26/2008,C,3,E,1,C,STEM,1,1,558,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,1,1.5,14,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,2,0.25,8,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,3,1,15,4,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,4,0.75,15,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,5,2,16,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,6,2.5,17,2,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,7,3,22,2,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,8,1,15,3,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,9,0.5,14,4,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,10,3,25,4,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,11,4,32,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,12,3.5,25,1,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,13,2,17,3,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,14,0.75,18,4,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,15,0.5,11,3,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,16,0.25,8,2,NA
2008,1,2/26/2008,C,3,E,3,C,LATR2,17,0.1,4,3,NA
2008,1,2/26/2008,C,3,E,3,C,STEM,1,1,820,1,NA
2008,1,2/26/2008,C,3,N,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,3,N,3,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,3,S,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,3,S,3,C,LATR2,1,0.25,9,3,NA
2008,1,2/26/2008,C,3,S,3,C,LATR2,2,0.1,5,1,NA
2008,1,2/26/2008,C,3,S,3,C,LATR2,3,0.05,4,3,NA
2008,1,2/26/2008,C,3,S,3,C,STEM,1,1,54,1,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,1,0.1,4,1,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,2,0.5,11,1,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,3,0.25,13,1,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,4,0.5,14,2,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,5,0.75,11,2,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,6,0.25,10,3,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,7,0.1,6,5,NA
2008,1,2/26/2008,C,3,W,1,C,LATR2,8,0.05,4,3,NA
2008,1,2/26/2008,C,3,W,1,C,STEM,1,1,130,1,NA
2008,1,2/26/2008,C,3,W,3,C,LATR2,1,0.25,10,1,NA
2008,1,2/26/2008,C,3,W,3,C,LATR2,2,0.25,5,1,NA
2008,1,2/26/2008,C,3,W,3,C,LATR2,3,0.1,7,1,NA
2008,1,2/26/2008,C,3,W,3,C,STEM,1,1,30,1,NA
2008,1,2/26/2008,C,4,E,1,C,LATR2,1,1,12,1,NA
2008,1,2/26/2008,C,4,E,1,C,LATR2,2,0.1,6,1,NA
2008,1,2/26/2008,C,4,E,1,C,LATR2,3,1.5,20,4,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,1,1,10,6,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,2,0.75,8,2,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,3,0.1,5,1,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,4,0.5,10,2,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,5,0.25,4,6,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,6,2,17,1,NA
2008,1,2/26/2008,C,4,E,3,C,LATR2,7,1.5,17,2,NA
2008,1,2/26/2008,C,4,E,3,C,STEM,1,1,150,1,NA
2008,1,2/26/2008,C,4,N,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,1,0.5,7,2,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,2,0.25,4,4,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,3,1,12,2,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,4,1.5,17,3,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,5,0.75,12,5,NA
2008,1,2/26/2008,C,4,N,3,C,LATR2,6,0.1,8,1,NA
2008,1,2/26/2008,C,4,N,3,C,STEM,1,1,240,1,NA
2008,1,2/26/2008,C,4,S,1,C,LATR2,1,0.75,6,1,NA
2008,1,2/26/2008,C,4,S,1,C,LATR2,2,0.1,5,1,NA
2008,1,2/26/2008,C,4,S,3,C,LATR2,1,0.25,6,2,NA
2008,1,2/26/2008,C,4,S,3,C,LATR2,2,1,9,2,NA
2008,1,2/26/2008,C,4,S,3,C,LATR2,3,0.1,4,5,NA
2008,1,2/26/2008,C,4,S,3,C,LATR2,4,0.5,6,1,NA
2008,1,2/26/2008,C,4,W,1,C,NONE,1,0,0,0,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,1,1.5,19,4,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,2,0.25,8,6,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,3,0.5,11,11,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,4,1,16,5,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,5,2,22,4,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,6,0.1,6,1,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,7,0.75,16,2,NA
2008,1,2/26/2008,C,4,W,3,C,LATR2,8,3,28,2,NA
2008,1,2/26/2008,C,4,W,3,C,STEM,1,1,860,1,NA
2008,1,2/26/2008,C,5,E,1,C,LATR2,1,1.5,19,1,NA
2008,1,2/26/2008,C,5,E,1,C,LATR2,2,2,16,2,NA
2008,1,2/26/2008,C,5,E,1,C,LATR2,3,0.25,8,1,NA
2008,1,2/26/2008,C,5,E,1,C,LATR2,4,0.1,6,3,NA
2008,1,2/26/2008,C,5,E,1,C,STEM,1,1,15,1,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,1,0.5,18,3,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,2,1,18,6,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,3,0.25,7,18,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,4,0.1,5,2,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,5,2.5,26,2,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,6,0.5,12,6,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,7,1.5,17,4,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,8,6,27,1,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,9,2,23,1,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,10,0.75,16,9,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,11,0.5,25,5,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,12,0.1,12,2,NA
2008,1,2/26/2008,C,5,E,3,C,LATR2,13,0.1,7,4,NA
2008,1,2/26/2008,C,5,E,3,C,STEM,1,1,510,1,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,1,2,19,2,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,2,2.5,19,3,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,3,3,21,2,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,4,4,25,1,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,5,1,22,2,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,6,0.5,11,4,NA
2008,1,2/26/2008,C,5,N,1,C,LATR2,7,1.5,15,2,NA
2008,1,2/26/2008,C,5,N,1,C,STEM,1,1,280,1,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,1,2.5,18,2,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,2,1,22,3,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,3,0.5,14,16,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,4,0.25,7,6,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,5,0.75,15,6,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,6,1.5,17,2,NA
2008,1,2/26/2008,C,5,N,3,C,LATR2,7,2,17,1,NA
2008,1,2/26/2008,C,5,N,3,C,STEM,1,1,410,1,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,1,0.5,13,6,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,2,1,17,4,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,3,1.5,22,4,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,4,0.25,10,8,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,5,0.1,5,6,NA
2008,1,2/26/2008,C,5,S,1,C,LATR2,6,0.75,17,1,NA
2008,1,2/26/2008,C,5,S,1,C,STEM,1,1,320,1,NA
2008,1,2/26/2008,C,5,S,3,C,LATR2,1,0.5,10,3,NA
2008,1,2/26/2008,C,5,S,3,C,LATR2,2,0.25,7,6,NA
2008,1,2/26/2008,C,5,S,3,C,LATR2,3,0.1,6,6,NA
2008,1,2/26/2008,C,5,S,3,C,STEM,1,1,20,1,NA
2008,1,2/26/2008,C,5,W,1,C,LATR2,1,0.75,14,2,NA
2008,1,2/26/2008,C,5,W,1,C,LATR2,2,0.25,7,1,NA
2008,1,2/26/2008,C,5,W,1,C,LATR2,3,0.1,6,3,NA
2008,1,2/26/2008,C,5,W,1,C,STEM,1,1,25,1,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,1,0.25,8,6,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,2,0.1,8,6,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,3,0.5,10,10,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,4,0.75,13,4,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,5,2.5,25,2,NA
2008,1,2/26/2008,C,5,W,3,C,LATR2,6,1.5,17,3,NA
2008,1,2/26/2008,C,5,W,3,C,STEM,1,1,220,1,NA
2008,2,5/19/2008,B,1,E,1,C,BOER4,1,4,0,1,W
2008,2,5/19/2008,B,1,E,1,C,BOER4,2,0.5,0,2,W
2008,2,5/19/2008,B,1,E,1,C,BOER4,3,2.5,0,1,W
2008,2,5/19/2008,B,1,E,1,C,BOER4,4,1.5,0,1,W
2008,2,5/19/2008,B,1,E,1,C,BOER4,5,1,0,1,W
2008,2,5/19/2008,B,1,E,1,C,BOER4,6,0.25,0,1,W
2008,2,5/19/2008,B,1,E,1,C,BOGR2,1,0.5,4,2,NA
2008,2,5/19/2008,B,1,E,1,C,BOGR2,2,1,2,2,NA
2008,2,5/19/2008,B,1,E,1,C,BOGR2,3,0.75,3,5,NA
2008,2,5/19/2008,B,1,E,1,C,BOGR2,4,2,4,1,NA
2008,2,5/19/2008,B,1,E,1,C,BOGR2,5,0.25,3,2,NA
2008,2,5/19/2008,B,1,E,1,C,GRCL,1,4,3,8,NA
2008,2,5/19/2008,B,1,E,1,C,GRCL,2,3,3,10,NA
2008,2,5/19/2008,B,1,E,1,C,GRCL,3,3,2,2,NA
2008,2,5/19/2008,B,1,E,1,C,MUAR2,1,0.75,2,1,NA
2008,2,5/19/2008,B,1,E,1,C,SPCR,1,0.25,2,2,NA
2008,2,5/19/2008,B,1,E,1,C,SPCR,2,0.5,2,2,NA
2008,2,5/19/2008,B,1,E,3,C,ARPU9,1,0.25,3,1,NA
2008,2,5/19/2008,B,1,E,3,C,BOER4,1,5,0,1,W
2008,2,5/19/2008,B,1,E,3,C,BOER4,2,1,0,2,W
2008,2,5/19/2008,B,1,E,3,C,BOER4,3,0.05,0,6,W
2008,2,5/19/2008,B,1,E,3,C,BOER4,4,0.25,0,2,W
2008,2,5/19/2008,B,1,E,3,C,BOGR2,1,0.25,4,3,NA
2008,2,5/19/2008,B,1,E,3,C,BOGR2,2,1,4,3,NA
2008,2,5/19/2008,B,1,E,3,C,BOGR2,3,0.1,3,2,NA
2008,2,5/19/2008,B,1,E,3,C,BOGR2,4,0.75,4,1,NA
2008,2,5/19/2008,B,1,E,3,C,SPCR,1,0.01,2,1,NA
2008,2,5/19/2008,B,1,E,3,C,SPCR,2,0.05,3,1,NA
2008,2,5/19/2008,B,1,E,3,C,SPCR,3,0.25,4,1,NA
2008,2,5/19/2008,B,1,N,1,C,BOER4,1,1,0,1,W
2008,2,5/19/2008,B,1,N,1,C,BOGR2,1,2.5,2,1,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,2,1.5,2,1,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,3,0.5,2,10,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,4,0.75,2,5,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,5,1,2,2,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,6,2,2,1,NA
2008,2,5/19/2008,B,1,N,1,C,BOGR2,7,0.1,2,4,NA
2008,2,5/19/2008,B,1,N,1,C,SPCR,1,1.5,3,1,NA
2008,2,5/19/2008,B,1,N,1,C,SPCR,2,0.5,2,1,NA
2008,2,5/19/2008,B,1,N,1,C,SPCR,3,0.25,2,1,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,1,1,4,5,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,2,0.5,4,7,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,3,0.25,2,4,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,4,0.75,3,2,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,5,2.5,4,2,NA
2008,2,5/19/2008,B,1,N,3,C,BOGR2,6,8,3,1,NA
2008,2,5/19/2008,B,1,S,1,C,BOER4,1,0.05,0,1,W
2008,2,5/19/2008,B,1,S,1,C,BOER4,1,0.25,0,2,W
2008,2,5/19/2008,B,1,S,1,C,BOER4,2,0.1,0,2,W
2008,2,5/19/2008,B,1,S,1,C,BOER4,3,0.25,0,1,W
2008,2,5/19/2008,B,1,S,1,C,BOGR2,1,1.5,5,0,0=-999
2008,2,5/19/2008,B,1,S,1,C,BOGR2,1,0.5,2,3,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,2,0.75,5,2,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,2,1,2,1,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,3,1.5,3,2,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,3,5,2,2,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,4,0.1,3,7,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,4,0.25,2,1,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,5,0.5,3,8,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,6,0.25,3,11,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,7,1,3,1,NA
2008,2,5/19/2008,B,1,S,1,C,BOGR2,8,0.05,2,2,NA
2008,2,5/19/2008,B,1,S,1,C,MUAR2,1,0.5,2,2,NA
2008,2,5/19/2008,B,1,S,1,C,MUAR2,2,0.1,2,6,NA
2008,2,5/19/2008,B,1,S,1,C,PLJA,1,0.25,0,7,W
2008,2,5/19/2008,B,1,S,1,C,PLJA,2,0.1,3,4,NA
2008,2,5/19/2008,B,1,S,1,C,PLJA,3,0.5,2,2,NA
2008,2,5/19/2008,B,1,S,3,C,BOER4,1,1.5,0,2,W
2008,2,5/19/2008,B,1,S,3,C,BOER4,2,0.25,0,4,W
2008,2,5/19/2008,B,1,S,3,C,BOER4,3,0.5,0,5,W
2008,2,5/19/2008,B,1,S,3,C,BOER4,4,0.75,0,1,W
2008,2,5/19/2008,B,1,S,3,C,BOGR2,1,0.5,4,9,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,1,0.25,3,4,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,2,0.75,4,4,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,2,0.5,3,2,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,3,1,4,6,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,3,0.1,3,8,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,4,1.5,4,4,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,5,2,4,3,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,6,3,4,1,NA
2008,2,5/19/2008,B,1,S,3,C,BOGR2,7,0.25,3,7,NA
2008,2,5/19/2008,B,1,S,3,C,MUAR2,1,0.1,2,1,NA
2008,2,5/19/2008,B,1,S,3,C,MUAR2,2,0.75,2,1,NA
2008,2,5/19/2008,B,1,S,3,C,PLJA,1,1,3,1,NA
2008,2,5/19/2008,B,1,S,3,C,PLJA,2,0.25,0,13,W
2008,2,5/19/2008,B,1,S,3,C,PLJA,3,0.1,0,10,W
2008,2,5/19/2008,B,1,S,3,C,PLJA,4,0.5,0,4,W
2008,2,5/19/2008,B,1,S,3,C,PLJA,5,1.5,0,1,W
2008,2,5/19/2008,B,1,S,3,C,SPCO4,1,0.25,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,1,1.5,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,2,0.75,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,3,1,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,4,0.25,0,4,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,5,0.5,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOER4,6,0.05,0,1,W
2008,2,5/19/2008,B,2,E,1,C,BOGR2,1,0.5,3,19,NA
2008,2,5/19/2008,B,2,E,1,C,BOGR2,2,0.25,3,14,NA
2008,2,5/19/2008,B,2,E,1,C,BOGR2,3,0.1,3,22,NA
2008,2,5/19/2008,B,2,E,1,C,BOGR2,4,1.5,3,3,NA
2008,2,5/19/2008,B,2,E,1,C,BOGR2,5,0.75,3,3,NA
2008,2,5/19/2008,B,2,E,1,C,MUAR2,1,0.1,2,1,NA
2008,2,5/19/2008,B,2,E,1,C,SPCR,1,0.5,0,1,W
2008,2,5/19/2008,B,2,E,3,C,BOER4,1,1.5,0,1,W
2008,2,5/19/2008,B,2,E,3,C,BOER4,2,0.25,0,1,W
2008,2,5/19/2008,B,2,E,3,C,BOER4,3,2.5,0,1,W
2008,2,5/19/2008,B,2,E,3,C,BOER4,4,0.1,0,2,W
2008,2,5/19/2008,B,2,E,3,C,BOGR2,1,1,3,2,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,2,1,4,1,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,3,0.5,3,4,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,4,0.1,3,2,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,5,0.25,3,4,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,6,0.75,3,2,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,7,8,3,1,NA
2008,2,5/19/2008,B,2,E,3,C,BOGR2,8,1.5,3,2,NA
2008,2,5/19/2008,B,2,E,3,C,MUAR2,1,0.75,4,1,NA
2008,2,5/19/2008,B,2,E,3,C,SPCR,1,1,4,2,NA
2008,2,5/19/2008,B,2,N,1,C,ARPU9,1,1.5,7,1,NA
2008,2,5/19/2008,B,2,N,1,C,BOER4,1,0.25,2,2,NA
2008,2,5/19/2008,B,2,N,1,C,BOER4,2,2,2,1,NA
2008,2,5/19/2008,B,2,N,1,C,BOER4,3,0.5,2,1,NA
2008,2,5/19/2008,B,2,N,1,C,BOER4,4,0.1,2,1,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,1,0.25,4,15,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,2,0.1,3,16,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,3,0.5,4,14,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,4,0.05,1,3,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,5,1,6,3,NA
2008,2,5/19/2008,B,2,N,1,C,BOGR2,6,0.75,5,5,NA
2008,2,5/19/2008,B,2,N,1,C,SPCR,1,1,2,1,NA
2008,2,5/19/2008,B,2,N,3,C,BOER4,1,0.1,1,3,NA
2008,2,5/19/2008,B,2,N,3,C,BOER4,2,1,1,4,NA
2008,2,5/19/2008,B,2,N,3,C,BOER4,3,0.5,1,5,NA
2008,2,5/19/2008,B,2,N,3,C,BOER4,4,0.25,1,2,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,1,2,4,1,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,2,0.25,3,17,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,3,0.1,2,12,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,4,1.5,3,1,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,5,0.5,3,10,NA
2008,2,5/19/2008,B,2,N,3,C,BOGR2,6,1,4,3,NA
2008,2,5/19/2008,B,2,N,3,C,DAPU7,1,0.05,1,1,NA
2008,2,5/19/2008,B,2,N,3,C,MUAR2,1,0.5,3,1,NA
2008,2,5/19/2008,B,2,N,3,C,MUAR2,2,0.25,3,1,NA
2008,2,5/19/2008,B,2,N,3,C,MUAR2,3,0.1,2,10,NA
2008,2,5/19/2008,B,2,N,3,C,MUAR2,4,0.05,1,3,NA
2008,2,5/19/2008,B,2,N,3,C,SPCR,1,0.1,2,1,NA
2008,2,5/19/2008,B,2,S,1,C,BOER4,1,1,0,1,W
2008,2,5/19/2008,B,2,S,1,C,BOGR2,1,1.5,2,5,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,2,0.75,1,2,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,3,0.5,1,4,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,4,0.1,1,1,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,5,1,1,5,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,6,3,3,1,NA
2008,2,5/19/2008,B,2,S,1,C,BOGR2,7,0.25,3,1,NA
2008,2,5/19/2008,B,2,S,1,C,SPFL2,1,1.5,0,1,W
2008,2,5/19/2008,B,2,S,1,C,SPFL2,2,0.25,1,1,NA
2008,2,5/19/2008,B,2,S,1,C,SPFL2,3,0.5,1,1,NA
2008,2,5/19/2008,B,2,S,1,C,SPPO6,1,0.1,1,1,NA
2008,2,5/19/2008,B,2,S,3,C,BOER4,1,0.25,1,1,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,1,0.25,2,14,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,2,1,2,7,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,3,0.1,0,4,W
2008,2,5/19/2008,B,2,S,3,C,BOGR2,4,1.5,3,6,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,5,2,2,1,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,6,2.5,3,2,NA
2008,2,5/19/2008,B,2,S,3,C,BOGR2,7,0.5,0,5,W
2008,2,5/19/2008,B,2,S,3,C,BOGR2,8,0.75,4,8,NA
2008,2,5/19/2008,B,2,W,1,C,ARPU9,1,0.25,6,1,NA
