season,site,kartez,allometry,metric,value,n_zero_mean,biomass_mean,n_quads
F,A,LEFE,BM,acor,0.055980047612971,9.055555555555555,0.7896324074074074,36
F,A,LEPI3,BM,acor,0.04890281388815734,7.264705882352941,0.07628647058823529,34
F,A,LIIN2,BM,acor,-0.07619047619047621,14,0.010993333333333325,2
F,A,LIPU4,BM,acor,-0.07709002707563523,13.555555555555555,0.013968666666666662,18
F,A,LOPL2,BM,acor,-0.09003603744412872,13.4,0.0666196,15
F,A,LYPH,BM,acor,0.15003818432463747,9.473684210526315,0.5888303508771929,38
F,A,MAGR10,BM,acor,-0.07619047619047618,14,0.0460561111111111,3
F,A,MAHA4,BM,acor,-0.11652661064425768,13.5,1.533,2
F,A,MAHEH2,BM,acor,-0.07619047619047614,14,0.06386666666666667,1
F,A,MAPIP,BM,acor,0.1494686661705358,12.52,0.92874288,25
F,A,MAWR2,BM,acor,-0.07619047619047618,14,0.00159666666666666,1
F,A,MELE2,BM,acor,0.005602953589870108,12.714285714285714,0.3111966984126984,21
F,A,MESC,BM,acor,-0.04840060259345602,10,0.34354166666666663,4
F,A,MIAL4,BM,acor,9.629127299230042e-4,13.153846153846153,0.3266711282051282,13
F,A,MILI3,BM,acor,0.002037013635535962,10.526315789473685,0.19778,38
F,A,MIMU,BM,acor,-0.07057673530612382,13.75,0.25435825,8
F,A,MIOX,BM,acor,-0.12770913910815862,12.333333333333334,1.3598753333333333,3
F,A,MOCE,BM,acor,-0.0871187744115921,13.75,0.02330983333333333,4
F,A,MUAR,BM,acor,-0.10379572118702556,13.666666666666666,0.06373333333333334,3
F,A,MUAR2,BM,acor,0.10441579799170078,8.21875,2.1770993506784233,32
F,A,MUFR,BM,acor,-0.07619047619047617,14,0.02658333333333333,1
F,A,MUPA2,BM,acor,0.032758183151847795,11,2.7618723999999997,8
F,A,MUPO2,BM,acor,0.05761100009778854,11.764705882352942,2.226979607843137,17
F,A,MUSQ3,BM,acor,-0.07432338431762388,13.166666666666666,0.03928868253968254,42
F,A,MUTO2,BM,acor,0.14757520838621996,5.310344827586207,1.8831384827586206,29
F,A,"NADI",BM,acor,-0.07104567402822308,13.354166666666666,0.010596701388888885,48
F,A,"NAHI",BM,acor,-0.07619047619047617,14,0.006832499999999995,2
F,A,NECA3,BM,acor,0.025105590315974917,13,0.047474913580246914,27
F,A,NOMI,BM,acor,0.32597874791341197,6.5,225.3729,2
F,A,OECA10,BM,acor,-0.054187257350270635,13.76923076923077,0.0084141282051282,26
F,A,OPEN3,BM,acor,0.02031892586711535,12.3,25.82096,10
F,A,OPMA8,BM,acor,0.05189994676733009,9,37.71339999999999,2
F,A,OPPH,BM,acor,0.13234676120637168,10.675675675675675,20.96309927927928,37
F,A,OPPOP,BM,acor,-0.07619047619047623,14,1.5756,2
F,A,OPUNT,BM,acor,0.002835153991452383,13.6875,0.14224166666666668,16
F,A,PAHI5,BM,acor,-0.07619047619047621,14,0.009747222222222216,3
F,A,PAIN2,BM,acor,-0.07619047619047621,14,0.00437999999999999,1
F,A,PEAN,BM,acor,-0.08288742193979574,10.536585365853659,0.05320792682926829,82
F,A,PEBA2,BM,acor,0.10646032915745518,11,0.14291333333333334,1
F,A,PEFE,BM,acor,0.0308947307736654,10.333333333333334,0.196,3
F,A,PELO3,BM,acor,0.08850234394275844,13.5,0.04672166666666666,2
F,A,PHACE,BM,acor,-0.07619047619047618,14,0.0022281458333333315,4
F,A,PHCR,BM,acor,-0.04047619047619055,14,3.0366666666666666e-4,18
F,A,PHHE4,BM,acor,0.022150007168137826,13.285714285714286,0.16097380952380952,7
F,A,PHHEF,BM,acor,-0.12120108782773853,13.25,0.08987049999999999,4
F,A,PHLO15,BM,acor,-0.0761904761904762,14,0.05141875,3
F,A,PLJA,BM,acor,0.1152409766548273,8.185185185185185,7.813459352597414,27
F,A,PLPA2,BM,acor,-0.0556941855568733,13.30379746835443,0.0022932658227848082,79
F,A,POFE,BM,acor,-0.09544675045117258,11.2,0.6172044,15
F,A,POHA5,BM,acor,-0.0033365764987639923,13.25,0.021215416666666667,24
F,A,POOL,BM,acor,-0.09065703062015161,11.776119402985074,0.16609990049751244,67
F,A,PRPA2,BM,acor,-0.0761904761904762,14,0.00759166666666666,1
F,A,PSTAT,BM,acor,-0.07619047619047621,14,0.010993333333333325,2
F,A,RHTR,BM,acor,0.21785507084224773,9.6,30.157728,15
F,A,SAAB,BM,acor,-0.09157824178387305,11.865853658536585,0.05936180487804878,82
F,A,SASU7,BM,acor,-0.13907551687827857,11.26923076923077,0.08150584615384615,26
F,A,SATR12,BM,acor,-0.047195383496078346,11.863636363636363,8.64363559090909,44
F,A,SCBR2,BM,acor,0.001393811922846895,6,3.352330325490196,17
F,A,SCLA6,BM,acor,-0.07619047619047625,14,0.05496666666666667,1
F,A,SCMU6,BM,acor,-0.034401188965098285,12.216216216216216,0.02665315315315315,74
F,A,SEBA3,BM,acor,-0.022909513754629407,12.75,0.018413833333333327,8
F,A,SEDI3,BM,acor,-0.04339501843875198,12,0.73146,5
F,A,SEFLF,BM,acor,-0.03799107817247696,13.666666666666666,0.686548088888889,12
F,A,SIAL2,BM,acor,-0.07154127923358694,13.923076923076923,0.00640035897435897,13
F,A,SOEL,BM,acor,0.032493117911768905,9.526315789473685,0.6300509614035088,19
F,A,SOJA,BM,acor,-0.09322948467984302,12.142857142857142,0.19081285714285715,7
F,A,SPAI,BM,acor,-0.1366634592589494,13,0.223125,1
F,A,SPCOC,BM,acor,0.015850548984194326,11.25,0.108834,4
F,A,SPHA,BM,acor,-0.07723503483725923,11.476190476190476,0.9288492063492064,21
F,A,SPORO,BM,acor,0.12290103784095482,9.379310344827585,2.983067285057471,87
F,A,SPPO6,BM,acor,0.06192001635176878,11.327272727272728,0.38198835151515154,55
F,A,STEM,BM,acor,0.5326761052567505,9.709677419354838,0.2767741935483871,31
F,A,STPA4,BM,acor,0.04669401206955459,7.666666666666667,2.09391,3
F,A,TEAR4,BM,acor,-0.07619047619047621,14,0.01099333333333333,1
F,A,TECO,BM,acor,-0.009559370183811805,11.5,0.26757773333333335,10
F,A,THAC,BM,acor,0.14903559662520469,8.866666666666667,3.4523930666666667,15
F,A,THME,BM,acor,-0.0761904761904762,14,0.016489999999999994,2
F,A,THWR,BM,acor,-0.012028923904485378,13.526315789473685,0.06567070175438595,19
F,A,TICA3,BM,acor,-0.08713039778770468,13,0.3504,1
F,A,TILA2,BM,acor,-0.08096370889298157,12.722222222222221,0.5961511111111111,18
F,A,TOAN,BM,acor,-0.07619047619047618,14,0.016752277777777776,6
F,A,TRRA,BM,acor,-0.0768158877032942,12.538461538461538,0.0521851282051282,13
F,A,TRRA5,BM,acor,-0.07619047619047624,14,0.00549666666666666,1
F,A,VINE,BM,acor,-0.012611060982969678,12.75,0.75302499999999994,8
F,A,YUBA,BM,acor,0.21851696690969563,8,4.044888888888889,3
F,A,ZIGR,BM,acor,-0.059997613452166004,11.125,0.5720773333333333,8
S,A,AGHE5,BM,acor,-0.07619047619047623,14,0.01625433333333333,2
S,A,ALIN,BM,acor,-0.05238095238095236,14,0.00444444444444444,3
S,A,ALMA4,BM,acor,-0.057139974708508394,11.5,0.20172044444444442,6
S,A,AMARA,BM,acor,-0.07619047619047623,14,0.01475,1
S,A,APRAH,BM,acor,-0.036539632435358314,11.625,0.5290472916666666,8
S,A,ARAD,BM,acor,-0.07619047619047614,14,0.00816666666666666,1
S,A,ARFEF,BM,acor,-0.02566529880460393,12.736842105263158,0.03947263157894736,19
S,A,ARIST,BM,acor,0.04999177264300102,11.36734693877551,1.9924009931972788,49
S,A,ARLUL2,BM,acor,-0.19123447593835818,8.5,0.27857000000000004,2
S,A,ASTRA,BM,acor,-0.07860223066183188,11.3,0.6389121066666666,100
S,A,BAABA,BM,acor,0.07381236104183111,11.2,0.4943264,10
S,A,BADI,BM,acor,-0.01316111572170638,10.450704225352112,0.04986985915492958,71
S,A,BAMU,BM,acor,-0.04047619047619046,14,0.003750999999999995,2
S,A,BAPT,BM,acor,0.614352783366868,6,5.2476666666666665,1
S,A,BOCU,BM,acor,-0.058983791890551314,7.833333333333333,1.4416695447149432,24
S,A,BOER4,BM,acor,0.16855829236878722,4.715447154471545,13.719336975609757,123
S,A,BOGR2,BM,acor,-0.005745731343126857,4.130434782608695,10.223694472877847,115
S,A,BOHI2,BM,acor,0.08785823555467111,9.714285714285714,0.41006444444444445,63
S,A,BRBR2,BM,acor,-0.07619047619047616,14,0.08127166666666666,1
S,A,BRCA3,BM,acor,0.16811263703778767,13.5,1.1464133333333333,2
S,A,BREUC2,BM,acor,-0.07619047619047616,14,0.02917444444444444,3
S,A,CAHA14,BM,acor,-0.07619047619047621,14,0.00625166666666666,1
S,A,CAWR,BM,acor,-0.07619047619047618,14,0.00808333333333333,1
S,A,CHAL11,BM,acor,-0.04928902908714019,8,0.42681800000000003,9
S,A,CHCHC3,BM,acor,0.07661997208422518,11.875,0.057985499999999995,24
S,A,CHCO,BM,acor,-0.0761904761904762,14,0.01458722222222222,3
S,A,CHCO2,BM,acor,-0.038205096759238145,12.363636363636363,0.007721212121212119,11
S,A,CHER2,BM,acor,-0.038231283125681255,10.047619047619047,0.6573666666666667,21
S,A,CHFE3,BM,acor,0.03997874494298445,10.346153846153847,0.057259128205128206,26
S,A,CHIN2,BM,acor,-0.0438818586100175,13.777777777777779,0.009484444444444441,9
S,A,CHSE7,BM,acor,-0.07619047619047621,14,4.280000000000001e-4,1
S,A,CHSES,BM,acor,-0.07619047619047616,14,7.632592592592581e-4,9
S,A,CINE,BM,acor,-0.15967623587091379,11,0.18368666666666666,3
S,A,COCA5,BM,acor,-0.07619047619047617,14,0.03233333333333333,1
S,A,COEQ,BM,acor,-0.00716040716040715,13,0.22506,1
S,A,CRCI3,BM,acor,-0.07619047619047618,14,0.21255666666666664,1
S,A,CRCR3,BM,acor,-0.02638267765220175,11.233333333333333,0.38543608888888886,90
S,A,CYACF,BM,acor,-0.2049243880721055,11.25,0.22693549999999998,4
S,A,CYIMI,BM,acor,0.032985981275250875,10.777777777777779,33.376908888888885,18
S,A,DAFO,BM,acor,0.0753130590339893,2,17.9228,1
S,A,DAPU7,BM,acor,0.023654716342351428,8.916666666666666,0.09753711422222222,60
S,A,DEPI,BM,acor,-0.04687172057016449,12.41891891891892,0.41997682882882886,74
S,A,DEWO,BM,acor,-0.13540587219343694,13,0.04376166666666666,1
S,A,DIWI2,BM,acor,-0.07619047619047618,14,0.00161666666666666,1
S,A,DRCUC,BM,acor,-0.09191998838516496,13.428571428571429,0.007898571428571425,7
S,A,ECCOC,BM,acor,-0.07078410954315237,7.666666666666667,2.0953633333333332,3
S,A,ECFEF3,BM,acor,0.15249143042843716,12.285714285714286,1.0475961904761903,7
S,A,ECIN2,BM,acor,0.1640393007907116,13.125,0.19041958333333336,8
S,A,ELEL5,BM,acor,0.044871573361579764,12.11111111111111,0.36140407407407404,18
S,A,EPTO,BM,acor,0.29459930313588845,0,21.4467,1
S,A,ERAB2,BM,acor,0.1314343012667035,13.25,0.004203333333333328,4
S,A,ERCI,BM,acor,-0.07619047619047625,14,0.00265833333333333,1
S,A,ERCI6,BM,acor,-0.09961989477525647,13.285714285714286,0.37111428571428573,7
S,A,ERDI2,BM,acor,-0.07619047619047618,14,0.00194,1
S,A,ERFL,BM,acor,-0.040733708051883304,11.571428571428571,0.11116266666666666,14
S,A,ERTE13,BM,acor,-0.11898428782532644,11,0.08406666666666666,1
S,A,ERWR,BM,acor,0.05244441370553737,11.142857142857142,0.2286415238095238,7
S,A,ESVIV,BM,acor,-0.00476190476190475,14,0.00119666666666666,1
S,A,EVNU,BM,acor,-0.05330476376361027,9,0.11159225,4
S,A,FAPA,BM,acor,-0.07619047619047617,14,0.32293333333333335,1
S,A,FUCR,BM,acor,0.18434746072843433,13,0.10211055555555555,3
S,A,GACO5,BM,acor,-0.14876723961296653,5.833333333333333,1.7231677222222224,6
S,A,GAPU,BM,acor,-0.07619047619047617,14,0.013128499999999994,2
S,A,GASUN,BM,acor,-0.061885394763351975,13.25,0.05981666666666667,4
S,A,GIME,BM,acor,-0.1276058134411864,12.931034482758621,0.02868747126436781,29
S,A,GLBI2,BM,acor,-0.01585763879452088,13.011363636363637,0.06927983333333333,88
S,A,GRCL,BM,acor,0.1940711672367506,8,5.618756,5
S,A,GUSA2,BM,acor,0.2040875667201529,11.121621621621621,5.435563801801802,74
S,A,GUSP,BM,acor,-0.08131827043773202,13.5,0.3125833333333333,2
S,A,HENA,BM,acor,-0.08518582881631662,12.833333333333334,0.021464055555555552,6
S,A,HENE5,BM,acor,-0.07619047619047623,14,0.09410333333333334,4
S,A,HEOB,BM,acor,-0.0877384698012501,13.666666666666666,0.09210788888888889,3
S,A,HODR,BM,acor,0.006718460537186589,9,0.4100742857142857,21
S,A,HORU,BM,acor,-0.07619047619047625,14,0.00125033333333333,1
S,A,HYFIC,BM,acor,-0.06164053650488646,13.578947368421053,0.16905386716791976,19
S,A,HYVE,BM,acor,-0.09956395355771967,13.583333333333334,0.06991447222222222,12
S,A,IPLA2,BM,acor,-0.07619047619047617,14,0.003394999999999995,4
S,A,IPLO2,BM,acor,-0.07619047619047617,14,0.0033141666666666597,4
S,A,IPPU4,BM,acor,-0.045919915365953315,12.210526315789474,0.034673245614035085,38
S,A,JUMO,BM,acor,0.2734117824893113,10.06060606060606,60.81480533333333,33
S,A,KRLA2,BM,acor,-0.07619047619047616,14,0.17761333333333337,1
S,A,LACO13,BM,acor,-0.07619047619047613,14,0.01131666666666666,1
S,A,LAOCO,BM,acor,-0.027714873631241067,12.026315789473685,0.1121237894736842,38
S,A,LATR2,BM,acor,0.47160176187810565,3.0285714285714285,45.655022933333335,35
S,A,LEDE,BM,acor,-0.017422393833912406,12.6,0.027548,5
S,A,LEFE,BM,acor,-0.07191468356000554,8.052631578947368,1.6068205263157895,38
S,A,LEPI3,BM,acor,-0.017297894166465738,6.838709677419355,0.1054527311827957,31
S,A,LIIN2,BM,acor,-0.07619047619047625,14,0.093775,1
S,A,LIPU4,BM,acor,-0.06394814088724392,13.28,0.016127866666666664,25
S,A,LOPL2,BM,acor,-0.07638177671324312,13.444444444444445,0.13545277777777778,9
S,A,LUBR2,BM,acor,-0.18838146410857998,12.03448275862069,0.0806883908045977,29
S,A,LYPA,BM,acor,-0.07619047619047617,14,0.08073333333333334,1
S,A,LYPH,BM,acor,0.07196323163092519,11.361702127659575,0.16819851063829785,47
S,A,MAFE,BM,acor,-0.10104895668574812,13.148148148148149,0.03189024691358024,27
S,A,MAGR10,BM,acor,-0.0761904761904762,14,3.2333333333333335e-4,1
S,A,MAHA4,BM,acor,0.27103311685320797,10,2.292826666666667,1
S,A,MAPIP,BM,acor,-0.03350103487237823,12.314285714285715,0.21018146666666668,35
S,A,MELE2,BM,acor,-0.04087124659462417,13.217391304347826,0.21002724637681158,23
S,A,MESC,BM,acor,-0.2629340946214106,9.5,0.5038843333333334,2
S,A,MIAL4,BM,acor,0.023939711498569417,12,0.2510044166666667,8
S,A,MILI3,BM,acor,-0.0632611873762804,12.551724137931034,0.05176429885057471,29
S,A,MIOX,BM,acor,-0.07619047619047617,14,0.21568249999999997,2
S,A,MUAR,BM,acor,0.1506435006435005,13,0.015404999999999999,2
S,A,MUAR2,BM,acor,-0.09259715183281708,12.666666666666666,0.16491357883597874,36
S,A,MUPA2,BM,acor,-0.006244299171403656,12,1.4450596190476193,7
S,A,MUPO2,BM,acor,-0.09985624642577197,12.25,4.126012225,8
S,A,MUTO2,BM,acor,-0.015351877476912272,7,0.45196533333333333,34
S,A,"NAHI",BM,acor,-0.07619047619047618,14,0.03757133333333333,5
S,A,NECA3,BM,acor,-0.048154328076468,12.533333333333333,0.05051346666666666,15
S,A,NOMI,BM,acor,0.3418277344608471,7.5,136.68153333333333,2
S,A,NONE,BM,acor,-0.07619047619047616,14,0.052,4
S,A,OECA10,BM,acor,-0.0435900383994419,12.784313725490197,0.11655067973856209,51
S,A,OPEN3,BM,acor,-0.035166421712352305,12.285714285714286,28.12301904761905,7
S,A,OPMA8,BM,acor,0.46365929772106856,2,92.25513333333332,1
S,A,OPPH,BM,acor,0.14589772697852368,10.310344827586206,22.513839310344828,29
S,A,OPPOP,BM,acor,-0.07619047619047617,14,0.9168444444444445,3
S,A,OPUNT,BM,acor,-0.028669409966600144,13.642857142857142,0.17543671428571428,14
S,A,PEFE,BM,acor,0.04996837444655279,2,1.3838333333333332,1
S,A,PELO3,BM,acor,0.253195164075993,13,0.04376166666666666,1
S,A,PHACE,BM,acor,-0.0761904761904762,14,0.08813000000000001,2
S,A,PHCR,BM,acor,0.0070605489908425086,12.339622641509434,0.07350037735849056,53
S,A,PHHE4,BM,acor,-0.07619047619047621,14,0.01250333333333333,3
S,A,PHLOL3,BM,acor,-0.07619047619047621,14,0.0468875,2
S,A,PHYSA,BM,acor,-0.0761904761904762,14,0.018754999999999997,2
S,A,PLJA,BM,acor,0.14209183933258093,7.846153846153846,3.3521061538461536,26
S,A,PLPA2,BM,acor,-0.12861011090658486,8.855555555555556,0.15188354074074073,90
S,A,POFE,BM,acor,-0.062061147587735344,12.052631578947368,0.12895863157894738,19
S,A,PSTAT,BM,acor,-0.07619047619047625,14,0.00125033333333333,1
S,A,RHMI3,BM,acor,-0.07619047619047618,14,9.688,1
S,A,RHTR,BM,acor,0.12633679703035802,10.615384615384615,47.710026666666664,13
S,A,SAAB,BM,acor,-0.07619047619047623,14,0.01287,2
S,A,SATR12,BM,acor,0.004074708576967406,11.263157894736842,0.25789973684210526,38
S,A,SCBR2,BM,acor,-0.0471457628135558,6.857142857142857,0.8772344698412698,21
S,A,SCLA6,BM,acor,-0.07619047619047617,14,0.15629166666666666,2
S,A,SCMU6,BM,acor,-0.07619047619047618,14,9.699999999999967e-4,2
S,A,SCPA10,BM,acor,-0.07619047619047625,14,4.7866666666666663e-4,1
S,A,SEBA3,BM,acor,-0.0888469504533083,12.8,0.015003999999999997,5
S,A,SEDI3,BM,acor,-0.0340748585368447,12.333333333333334,0.19698933333333335,6
S,A,SEFLF,BM,acor,0.0023063177813770967,13.533333333333333,0.48188666666666663,15
S,A,SIAL2,BM,acor,-0.0777683375814217,13.875,0.004162916666666664,8
S,A,SOEL,BM,acor,0.02726010535589517,10.428571428571429,0.10128761904761904,14
S,A,SOJA,BM,acor,-0.0712479038176633,12.333333333333334,0.08543944444444446,3
S,A,SPAI,BM,acor,-0.04047619047619047,14,0.0985575,2
S,A,SPCOC,BM,acor,-0.04191106435435908,10.75,0.11158233333333333,4
S,A,SPHA,BM,acor,0.022548731455292792,10.409090909090908,0.5883219696969697,22
S,A,SPLE,BM,acor,-0.0296536796536796,13.5,0.016730666666666658,2
S,A,SPORO,BM,acor,0.1414905054028838,9.219780219780219,10.798549615384616,91
S,A,SPPO6,BM,acor,0.028111072388044337,11.807692307692308,0.23405380769230769,52
S,A,STEM,BM,acor,0.4921698373311277,9.741935483870968,0.2767741935483871,31
S,A,STPA4,BM,acor,-0.025715346641803517,9,0.6084866666666666,5
S,A,TEAR4,BM,acor,-0.07619047619047621,14,0.0066684444444444395,3
S,A,TECO,BM,acor,-0.10256198945236542,11.5,0.10732027777777778,6
S,A,THAC,BM,acor,0.0743440474088531,8.666666666666666,2.558117111111111,9
S,A,THME,BM,acor,-0.07619047619047624,14,0.03125833333333333,1
S,A,THWR,BM,acor,-0.05384432858365833,13.478260869565217,0.04120663768115942,23
S,A,TOAN,BM,acor,-0.019953321803735498,13.666666666666666,0.02437933333333333,15
S,A,VINE,BM,acor,-0.0761904761904762,14,1.82,1
S,A,VUOC,BM,acor,-0.10437184370407795,13.296296296296296,0.05369833333333333,27
S,A,YUBA,BM,acor,0.07361261785922972,9.75,91.06782916666666,4
S,A,ZIGR,BM,acor,-0.1226183695804776,12.285714285714286,0.43431142857142857,7
F,F,ALIN,BIM,cv,3.3093332339125654,12.75,0.5506666666666666,4
F,F,ALMA4,BIM,cv,2.5905251356610073,12.5,0.032979999999999995,2
F,F,AMPA,BIM,cv,3.872983346207417,14,0.08161666666666666,3
F,F,APRAH,BIM,cv,3.453363643453102,13,0.32526525,8
F,F,ARAD,BIM,cv,3.574348146035428,13.5,0.058740606060606056,22
F,F,ARIST,BIM,cv,2.5298427158731607,10.307692307692308,3.9006574358974357,26
F,F,ARPA9,BIM,cv,3.872983346207417,14,1.0488,2
F,F,ASTRA,BIM,cv,3.348594521921944,12.803921568627452,0.052767529411764706,51
F,F,BAABA,BIM,cv,2.652661080915657,9.833333333333334,1.7496653333333334,12
F,F,BAMU,BIM,cv,3.872983346207417,14,0.00549666666666666,1
F,F,BAWR,BIM,cv,3.8729833462074175,14,0.572,1
F,F,BELY,BIM,cv,3.872983346207417,14,0.00109933333333333,3
F,F,BOBA2,BIM,cv,2.758980086256703,11.355555555555556,0.19335413333333334,45
F,F,BOER4,BIM,cv,1.3013520499597038,3.7758620689655173,36.276344344827585,58
F,F,BOGR2,BIM,cv,0.817641563959367,0.2,22.57473866666667,30
F,F,BREUC2,BIM,cv,3.3113944716271533,12.5,0.5015708333333333,4
F,F,CHAL11,BIM,cv,1.8884206390672311,6.75,1.8454206666666666,8
F,F,CHCO,BIM,cv,3.872983346207417,14,0.00549666666666666,1
F,F,CHCO2,BIM,cv,2.8992763235437757,12.75,0.01570833333333333,4
F,F,CHER2,BIM,cv,2.617890557956114,9.166666666666666,1.363855611111111,12
F,F,CHIN2,BIM,cv,3.872983346207417,14,0.034731874999999995,8
F,F,CHLA10,BIM,cv,3.872983346207417,14,0.03761333333333334,1
F,F,CHRE4,BIM,cv,3.053153696135011,12.37037037037037,0.06072111111111111,27
F,F,CHSE7,BIM,cv,2.891528551395942,11.891566265060241,0.13790366265060242,83
F,F,CHSES,BIM,cv,2.7708069459035216,10.891566265060241,0.3372867469879518,83
F,F,CHST8,BIM,cv,3.450252267846308,13.6,0.10797,5
F,F,CINE,BIM,cv,1.5341512333518947,7,0.42893,1
F,F,COEQ,BIM,cv,3.6607693468419855,13.428571428571429,0.28268571428571426,7
F,F,CRCR3,BIM,cv,3.4418063588091057,13.487804878048781,0.007023902439024385,41
F,F,CYIMI,BIM,cv,2.98138179247229,13,3.033066666666667,1
F,F,CYLE8,BIM,cv,3.872983346207416,14,0.0958,1
F,F,DAPU7,BIM,cv,2.269315799102551,8.903225806451612,0.4178763440860215,62
F,F,DEPI,BIM,cv,3.780937604894638,13.875,0.004053791666666663,16
F,F,ECFEF3,BIM,cv,2.004075884630817,9.666666666666666,0.3411544444444445,3
F,F,ECIN2,BIM,cv,3.2680410745997723,12.75,0.14928833333333333,4
F,F,ELEL5,BIM,cv,3.2034367780285815,12,1.201661111111111,3
F,F,ENDE,BIM,cv,3.2527996168644173,12.130434782608695,0.2502826956521739,23
F,F,EPTO,BIM,cv,2.1844340249439407,7,15.017100000000001,2
F,F,ERAB2,BIM,cv,3.693162211749452,13.5,0.02064933333333333,2
F,F,ERCI,BIM,cv,3.2911344531388282,13.428571428571429,0.011772619047619044,7
F,F,ERDI4,BIM,cv,3.872983346207417,14,0.02748333333333333,1
F,F,ERTE13,BIM,cv,3.872983346207417,14,0.00151833333333333,1
F,F,ESVIV,BIM,cv,3.872983346207416,14,0.011975,1
F,F,EUEX4,BIM,cv,3.02327061472576,11.37704918032787,0.11670258469945355,61
F,F,EVNU,BIM,cv,2.7417933927555023,10.5,0.17039666666666667,6
F,F,FESTU,BIM,cv,3.872983346207417,14,0.208,1
F,F,GACO5,BIM,cv,2.0311712481569764,5.833333333333333,4.2465414444444445,6
F,F,GASUN,BIM,cv,3.0355122465539024,12.166666666666666,0.06290961111111111,6
F,F,GLBI2,BIM,cv,3.1834712029231564,12.277777777777779,0.15995299999999998,18
F,F,GRCL,BIM,cv,0.880311925692921,3.3333333333333335,5.604471111111112,3
F,F,GUSA2,BIM,cv,2.826902805356431,11.191489361702128,10.069755985815602,47
F,F,GUSP,BIM,cv,3.872983346207417,14,0.38036933333333334,5
F,F,HENE5,BIM,cv,3.872983346207417,14,0.1404,1
F,F,HODR,BIM,cv,2.4032692332815446,9.130434782608695,0.6849582608695652,23
F,F,HYFIC,BIM,cv,3.623071584099678,13.083333333333334,0.22974444444444445,12
F,F,HYVE,BIM,cv,1.9830757913410046,11.5,0.21986666666666668,2
F,F,IPCO2,BIM,cv,3.397783094752842,13,0.05410327777777778,12
F,F,IPPU4,BIM,cv,3.8415715227584935,13.875,0.001214666666666665,8
F,F,KAPA,BIM,cv,3.4784881286489355,13,1.022711882352941,34
F,F,LAOCO,BIM,cv,3.708445850506821,13.647058823529411,0.011862588235294118,17
F,F,LATR2,BIM,cv,1.0769521171108463,3.054054054054054,73.64555675675676,37
F,F,LEFE,BIM,cv,2.2581589993052535,9.055555555555555,0.7896324074074074,36
F,F,LIIN2,BIM,cv,3.872983346207417,14,0.010993333333333325,2
F,F,LIPU4,BIM,cv,3.69989413461096,13.555555555555555,0.013968666666666662,18
F,F,MAGR10,BIM,cv,3.872983346207417,14,0.0460561111111111,3
F,F,MAHEH2,BIM,cv,3.872983346207417,14,0.06386666666666667,1
F,F,MAPIP,BIM,cv,3.0940131509649116,12.52,0.92874288,25
F,F,MELE2,BIM,cv,3.354912982985682,12.714285714285714,0.3111966984126984,21
F,F,MESC,BIM,cv,2.6059373598776965,10,0.34354166666666663,4
F,F,MIAL4,BIM,cv,3.3833325010862487,13,0.33059951515151514,11
F,F,MILI3,BIM,cv,2.091231040698525,11.166666666666666,0.44142277777777783,6
F,F,MOCE,BIM,cv,3.4801448868782385,13.5,0.04456291666666667,2
F,F,MUAR,BIM,cv,3.2769673349491595,13.5,0.055766666666666666,2
F,F,MUAR2,BIM,cv,2.223750287037487,8.21875,1.989386625,32
F,F,MUPO2,BIM,cv,2.877240772731453,11.466666666666667,1.1631466666666666,15
F,F,MUSQ3,BIM,cv,3.4088237429824293,13.17142857142857,0.042773619047619046,35
F,F,"NAHI",BIM,cv,3.872983346207417,14,0.006832499999999995,2
F,F,OECA10,BIM,cv,3.7442196110075727,13.73913043478261,0.00850788405797101,23
F,F,OPMA8,BIM,cv,1.111888023970504,4,65.7712,1
F,F,OPPH,BIM,cv,2.157646714695983,11,16.586033333333333,2
F,F,PAHI5,BIM,cv,3.8729833462074175,14,0.00531666666666666,1
F,F,PAIN2,BIM,cv,3.8729833462074175,14,0.00437999999999999,1
F,F,PEAN,BIM,cv,3.0565087525543433,11.285714285714286,0.06953571428571428,7
F,F,PEFE,BIM,cv,2.640987729273044,8.5,0.2613333333333333,2
F,F,PHACE,BIM,cv,3.872983346207417,14,0.0022281458333333315,4
F,F,PHCR,BIM,cv,3.872983346207417,14,3.0366666666666666e-4,18
F,F,PLJA,BIM,cv,2.1525006180154147,7.476190476190476,7.579992031746031,21
F,F,PLPA2,BIM,cv,3.614289248169917,13.257142857142858,0.002482190476190474,70
F,F,POOL,BIM,cv,3.099313177071666,11.125,0.167792625,16
F,F,PRPA2,BIM,cv,3.872983346207417,14,0.00759166666666666,1
F,F,PSTAT,BIM,cv,3.872983346207417,14,0.010993333333333325,2
F,F,SAAB,BIM,cv,3.6060112455908633,13.444444444444445,0.061672,9
F,F,SATR12,BIM,cv,3.1146328899847204,11.813953488372093,8.844275209302326,43
F,F,SCBR2,BIM,cv,1.9016817716949022,6.5,3.085729,20
F,F,SCLA6,BIM,cv,3.872983346207417,14,0.05496666666666667,1
F,F,SEBA3,BIM,cv,3.1639268986699918,12.75,0.018413833333333327,8
F,F,SEDI3,BIM,cv,2.6320709893261665,11.5,0.88695,4
F,F,SEFLF,BIM,cv,3.707588693361787,13.666666666666666,0.8869464444444445,12
F,F,SOEL,BIM,cv,2.887992223027308,10.8,0.3683128888888889,15
F,F,SPAI,BIM,cv,2.891810090180135,13,0.223125,1
